strikePrice,expiryDate,PE/strikePrice,PE/expiryDate,PE/underlying,PE/identifier,PE/openInterest,PE/changeinOpenInterest,PE/pchangeinOpenInterest,PE/totalTradedVolume,PE/impliedVolatility,PE/lastPrice,PE/change,PE/pChange,PE/totalBuyQuantity,PE/totalSellQuantity,PE/bidQty,PE/bidprice,PE/askQty,PE/askPrice,PE/underlyingValue,CE/strikePrice,CE/expiryDate,CE/underlying,CE/identifier,CE/openInterest,CE/changeinOpenInterest,CE/pchangeinOpenInterest,CE/totalTradedVolume,CE/impliedVolatility,CE/lastPrice,CE/change,CE/pChange,CE/totalBuyQuantity,CE/totalSellQuantity,CE/bidQty,CE/bidprice,CE/askQty,CE/askPrice,CE/underlyingValue,date,time
10750,19-Nov-20,10750,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE10750.00,0,0,0,0,0,0,0,0,23250,4950,19500,0.2,150,2.5,12780.25,10750,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE10750.00,0,0,0,0,0,0,0,0,7875,7875,1500,1909,1500,2199.95,12780.25,Nov-15-2020,13:11:09
10750,10-Dec-20,,,,,,,,,,,,,,,,,,,,10750,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE10750.00,0,0,0,0,0,0,0,0,4875,4875,4875,1817.1,4875,2312.95,12780.25,Nov-15-2020,13:11:09
10800,26-Nov-20,10800,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE10800.00,13388,-16,-0.119367353,128,40.21,2.75,0.5,22.22222222,86400,4575,900,2.25,75,2.95,12780.25,10800,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE10800.00,772,0,0,0,0,1870.25,0,0,11025,10500,75,1975.75,75,1988.35,12780.25,Nov-15-2020,13:11:09
10800,10-Dec-20,10800,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE10800.00,0,0,0,0,0,0,0,0,450,0,450,0.05,0,0,12780.25,10800,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE10800.00,0,0,0,0,0,0,0,0,4875,4875,4875,1774.35,4875,2257.75,12780.25,Nov-15-2020,13:11:09
10800,17-Dec-20,,,,,,,,,,,,,,,,,,,,10800,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE10800.00,0,0,0,0,0,0,0,0,4875,4875,4875,1780.65,4875,2250.35,12780.25,Nov-15-2020,13:11:09
10800,24-Dec-20,10800,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE10800.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780.25,10800,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE10800.00,0,0,0,0,0,0,0,0,4875,4875,4875,1771.5,4875,2270.8,12780.25,Nov-15-2020,13:11:09
10800,31-Dec-20,10800,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE10800.00,2411,20,0.836470096,34,29.68,23,-0.1,-0.432900433,14250,7200,75,17.05,300,24.85,12780.25,10800,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE10800.00,186,0,0,0,0,1920,0,0,5475,5550,600,1876.55,4875,2213.55,12780.25,Nov-15-2020,13:11:09
10800,07-Jan-21,,,,,,,,,,,,,,,,,,,,10800,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE10800.00,0,0,0,0,0,0,0,0,4875,4875,4875,1777.9,4875,2294.45,12780.25,Nov-15-2020,13:11:09
10800,28-Jan-21,10800,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE10800.00,5,0,0,0,0,56,0,0,2625,150,75,45.2,75,65,12780.25,10800,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE10800.00,0,0,0,0,0,0,0,0,4950,4875,4875,1778.9,4875,2287.5,12780.25,Nov-15-2020,13:11:09
10800,24-Jun-21,,,,,,,,,,,,,,,,,,,,10800,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021CE10800.00,705,0,0,0,0,1928,0,0,0,75,0,0,75,3254.5,12780.25,Nov-15-2020,13:11:09
10800,19-Nov-20,10800,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE10800.00,25,1,4.166666667,3,57.15,1.45,0.55,61.11111111,73575,15075,1650,0.65,300,1.3,12780.25,10800,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE10800.00,0,0,0,0,0,0,0,0,7875,7875,1500,1863.1,1500,2151.35,12780.25,Nov-15-2020,13:11:09
10800,03-Dec-20,10800,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE10800.00,0,0,0,0,0,0,0,0,3000,0,450,1.45,0,0,12780.25,10800,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE10800.00,0,0,0,0,0,0,0,0,4875,4875,4875,1780.65,4875,2225.15,12780.25,Nov-15-2020,13:11:09
10850,26-Nov-20,10850,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE10850.00,102,0,0,0,0,2.7,0,0,101700,0,225,1.55,0,0,12780.25,10850,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE10850.00,5,0,0,0,0,1331.45,0,0,11625,6375,1500,1850.35,1500,2030.35,12780.25,Nov-15-2020,13:11:09
10850,03-Dec-20,,,,,,,,,,,,,,,,,,,,10850,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE10850.00,0,0,0,0,0,0,0,0,4875,4875,4875,1735.55,4875,2169.25,12780.25,Nov-15-2020,13:11:09
10850,10-Dec-20,,,,,,,,,,,,,,,,,,,,10850,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE10850.00,0,0,0,0,0,0,0,0,4875,4875,4875,1727.5,4875,2202.65,12780.25,Nov-15-2020,13:11:09
10850,19-Nov-20,10850,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE10850.00,52,0,0,0,0,1.4,0,0,60675,6000,75,1.4,300,1.5,12780.25,10850,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE10850.00,0,0,0,0,0,0,0,0,7875,7875,1500,1817.75,1500,2103.3,12780.25,Nov-15-2020,13:11:09
10850,24-Dec-20,,,,,,,,,,,,,,,,,,,,10850,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE10850.00,0,0,0,0,0,0,0,0,4875,4875,4875,1727.7,4875,2215.7,12780.25,Nov-15-2020,13:11:09
10850,31-Dec-20,10850,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE10850.00,0,0,0,0,0,0,0,0,450,0,300,10.5,0,0,12780.25,10850,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE10850.00,0,0,0,0,0,0,0,0,8625,4875,4875,1656.2,4875,2189.3,12780.25,Nov-15-2020,13:11:09
10850,07-Jan-21,,,,,,,,,,,,,,,,,,,,10850,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE10850.00,0,0,0,0,0,0,0,0,4875,4875,4875,1744.65,4875,2239.1,12780.25,Nov-15-2020,13:11:09
10850,28-Jan-21,10850,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE10850.00,0,0,0,0,0,0,0,0,3000,5025,3000,20.4,150,69,12780.25,10850,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE10850.00,0,0,0,0,0,0,0,0,5700,4875,4875,1731.8,4875,2231.25,12780.25,Nov-15-2020,13:11:09
10850,17-Dec-20,,,,,,,,,,,,,,,,,,,,10850,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE10850.00,0,0,0,0,0,0,0,0,4875,4875,4875,1735.55,4875,2203.85,12780.25,Nov-15-2020,13:11:09
10900,19-Nov-20,10900,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE10900.00,5,0,0,0,0,1.35,0.1,8,154425,22950,1500,0.45,3000,1.5,12780.25,10900,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE10900.00,0,0,0,0,0,0,0,0,7875,7875,1500,1787.3,1500,1995.9,12780.25,Nov-15-2020,13:11:09
10900,03-Dec-20,10900,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE10900.00,0,0,0,0,0,0,0,0,3075,0,450,1.5,0,0,12780.25,10900,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE10900.00,0,0,0,0,0,0,0,0,4875,4875,4875,1690.4,4875,2114.2,12780.25,Nov-15-2020,13:11:09
10900,10-Dec-20,10900,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE10900.00,0,0,0,0,0,0,0,0,450,0,450,0.05,0,0,12780.25,10900,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE10900.00,0,0,0,0,0,0,0,0,4875,4875,4875,1684.05,4875,2148,12780.25,Nov-15-2020,13:11:09
10900,17-Dec-20,,,,,,,,,,,,,,,,,,,,10900,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE10900.00,0,0,0,0,0,0,0,0,4875,75,4875,1690.4,75,2853.55,12780.25,Nov-15-2020,13:11:09
10900,24-Dec-20,,,,,,,,,,,,,,,,,,,,10900,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE10900.00,0,0,0,0,0,0,0,0,4875,4875,4875,1685.15,4875,2160.55,12780.25,Nov-15-2020,13:11:09
10900,31-Dec-20,10900,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE10900.00,341,10,3.021148036,15,28.43,23,-1.6,-6.504065041,13650,7875,75,21,600,32.65,12780.25,10900,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE10900.00,23,0,0,0,0,1380,0,0,5550,5475,675,1781.95,4875,2103.45,12780.25,Nov-15-2020,13:11:09
10900,07-Jan-21,,,,,,,,,,,,,,,,,,,,10900,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE10900.00,0,0,0,0,0,0,0,0,4875,4875,4875,1699.55,4875,2184.1,12780.25,Nov-15-2020,13:11:09
10900,28-Jan-21,10900,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE10900.00,0,0,0,0,0,0,0,0,7500,4875,150,35,4875,106.1,12780.25,10900,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE10900.00,0,0,0,0,0,0,0,0,6750,4875,4875,1699.4,4875,2176.25,12780.25,Nov-15-2020,13:11:09
10900,26-Nov-20,10900,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE10900.00,8960,-11,-0.122617322,144,39.12,3.25,0.5,18.18181818,155400,2400,150,2.75,75,3.4,12780.25,10900,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE10900.00,283,-3,-1.048951049,4,0,1882.85,109.8,6.192718761,10275,10800,75,1874.9,75,1894.4,12780.25,Nov-15-2020,13:11:09
10950,26-Nov-20,10950,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE10950.00,120,0,0,0,0,3.25,0,0,107250,3375,225,2.35,225,5.5,12780.25,10950,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE10950.00,4,0,0,0,0,899.75,0,0,10275,11625,75,1819.85,1500,1923.45,12780.25,Nov-15-2020,13:11:09
10950,03-Dec-20,10950,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE10950.00,0,0,0,0,0,0,0,0,75,150,75,0.2,150,18,12780.25,10950,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE10950.00,0,0,0,0,0,0,0,0,4875,4875,4875,1645.3,4875,2059.1,12780.25,Nov-15-2020,13:11:09
10950,17-Dec-20,,,,,,,,,,,,,,,,,,,,10950,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE10950.00,0,0,0,0,0,0,0,0,4875,75,4875,1645.3,75,2800.35,12780.25,Nov-15-2020,13:11:09
10950,24-Dec-20,,,,,,,,,,,,,,,,,,,,10950,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE10950.00,0,0,0,0,0,0,0,0,4875,4875,4875,1637.25,4875,2105.85,12780.25,Nov-15-2020,13:11:09
10950,31-Dec-20,10950,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE10950.00,0,0,0,0,0,0,0,0,825,0,525,12.65,0,0,12780.25,10950,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE10950.00,0,0,0,0,0,0,0,0,8625,4875,4875,1566.2,4875,2078.1,12780.25,Nov-15-2020,13:11:09
10950,07-Jan-21,,,,,,,,,,,,,,,,,,,,10950,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE10950.00,0,0,0,0,0,0,0,0,4875,4875,4875,1654.4,4875,2143,12780.25,Nov-15-2020,13:11:09
10950,28-Jan-21,10950,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE10950.00,0,0,0,0,0,0,0,0,3000,5025,3000,20.4,150,69,12780.25,10950,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE10950.00,0,0,0,0,0,0,0,0,6750,4875,4875,1636.35,4875,2121.45,12780.25,Nov-15-2020,13:11:09
10950,19-Nov-20,10950,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE10950.00,0,0,0,0,0,0,0,0,167775,4800,150,0.5,4800,2.7,12780.25,10950,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE10950.00,0,0,0,0,0,0,0,0,7875,7875,1500,1723.25,1500,1942.6,12780.25,Nov-15-2020,13:11:09
10950,10-Dec-20,,,,,,,,,,,,,,,,,,,,10950,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE10950.00,0,0,0,0,0,0,0,0,4875,4875,4875,1643.65,4875,2092.45,12780.25,Nov-15-2020,13:11:09
11000,03-Dec-20,11000,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE11000.00,169,13,8.333333333,27,34.02,8,-1.25,-13.51351351,3525,6600,150,8.1,150,11.7,12780.25,11000,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE11000.00,0,0,0,0,0,0,0,0,4875,4875,4875,1600.15,4875,2004.2,12780.25,Nov-15-2020,13:11:09
11000,19-Nov-20,11000,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE11000.00,10609,-1745,-14.12497976,7340,50.92,1.3,0.35,36.84210526,365850,68700,1050,1.15,2925,1.3,12780.25,11000,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE11000.00,12,0,0,2,0,1765.1,58.25,3.412719337,7725,7725,150,1765.15,150,1790.95,12780.25,Nov-15-2020,13:11:09
11000,24-Dec-20,11000,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020PE11000.00,2,0,0,0,0,73.45,0,0,1050,0,150,10,0,0,12780.25,11000,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE11000.00,0,0,0,0,0,0,0,0,4875,4875,4875,1593.75,4875,2050.2,12780.25,Nov-15-2020,13:11:09
11000,31-Dec-20,11000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE11000.00,26347,70,0.266392663,767,27.24,23.25,-1.65,-6.626506024,65475,20100,75,23.3,75,23.95,12780.25,11000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE11000.00,7272,-6,-0.082440231,15,0,1816.3,36.35,2.042192196,10125,10350,150,1801.3,750,1810.6,12780.25,Nov-15-2020,13:11:09
11000,07-Jan-21,11000,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021PE11000.00,1,0,0,0,0,62,0,0,75,75,75,7,75,104,12780.25,11000,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE11000.00,0,0,0,0,0,0,0,0,4875,4875,4875,1615.3,4875,2073.8,12780.25,Nov-15-2020,13:11:09
11000,28-Jan-21,11000,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE11000.00,1955,16,0.825167612,196,26.74,52,0.85,1.661779081,7350,4425,75,52,75,54,12780.25,11000,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE11000.00,22,0,0,0,0,1808.7,0,0,7500,6225,4875,1644.6,4875,2075.4,12780.25,Nov-15-2020,13:11:09
11000,25-Mar-21,11000,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE11000.00,2190,53,2.480112307,63,26.51,111,-0.95,-0.848593122,10125,5700,225,111,75,114.5,12780.25,11000,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021CE11000.00,131,0,0,0,0,1850,0,0,3300,1050,75,1878,300,2029.1,12780.25,Nov-15-2020,13:11:09
11000,24-Jun-21,11000,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE11000.00,566,0,0,0,0,212,0,0,4725,0,225,174.55,0,0,12780.25,11000,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021CE11000.00,126,0,0,0,0,1340,0,0,1650,375,150,1476,150,2978.2,12780.25,Nov-15-2020,13:11:09
11000,30-Sep-21,11000,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021PE11000.00,0,0,0,0,0,0,0,0,3225,0,750,142.3,0,0,12780.25,11000,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021CE11000.00,2,0,0,0,0,1017.35,0,0,825,150,75,1698.35,75,3290.9,12780.25,Nov-15-2020,13:11:09
11000,30-Dec-21,11000,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021PE11000.00,4582,0,0,8,27.43,325.5,-19.4,-5.624818788,3750,975,150,325,75,348.6,12780.25,11000,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021CE11000.00,222,0,0,0,0,2330,0,0,1950,150,75,2300,75,2699.9,12780.25,Nov-15-2020,13:11:09
11000,29-Dec-22,11000,29-Dec-22,NIFTY,OPTIDXNIFTY29-12-2022PE11000.00,2737,0,0,0,0,570,0,0,150,375,75,453.25,75,565,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
11000,29-Jun-23,11000,29-Jun-23,NIFTY,OPTIDXNIFTY29-06-2023PE11000.00,3758,0,0,0,0,541,0,0,0,750,0,0,75,599.95,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
11000,10-Dec-20,11000,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE11000.00,0,0,0,0,0,30,0,0,1950,0,75,8,0,0,12780.25,11000,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE11000.00,0,0,0,0,0,0,0,0,4875,4875,4875,1592.15,4875,2037.25,12780.25,Nov-15-2020,13:11:09
11000,26-Nov-20,11000,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE11000.00,28971,51,0.176348548,1235,38.86,4.5,0.65,16.88311688,176250,36450,75,4.05,75,4.45,12780.25,11000,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE11000.00,3644,-34,-0.924415443,99,0,1786.9,29.95,1.704658641,13200,14025,150,1780.05,150,1789,12780.25,Nov-15-2020,13:11:09
11000,17-Dec-20,11000,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020PE11000.00,0,0,0,0,0,0,0,0,900,0,600,1.15,0,0,12780.25,11000,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE11000.00,0,0,0,0,0,0,0,0,4875,75,4875,1600.15,75,2747.1,12780.25,Nov-15-2020,13:11:09
11050,10-Dec-20,,,,,,,,,,,,,,,,,,,,11050,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE11050.00,0,0,0,0,0,0,0,0,4875,4875,4875,1547,4875,1982.15,12780.25,Nov-15-2020,13:11:09
11050,24-Dec-20,,,,,,,,,,,,,,,,,,,,11050,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE11050.00,0,0,0,0,0,0,0,0,4875,4875,4875,1551.55,4875,1995.35,12780.25,Nov-15-2020,13:11:09
11050,31-Dec-20,11050,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE11050.00,3,0,0,0,0,38.95,0,0,750,0,300,17.3,0,0,12780.25,11050,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE11050.00,0,0,0,0,0,0,0,0,8625,4875,4875,1476.2,4875,1968.7,12780.25,Nov-15-2020,13:11:09
11050,07-Jan-21,,,,,,,,,,,,,,,,,,,,11050,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE11050.00,0,0,0,0,0,0,0,0,4875,4875,4875,1564,4875,2030.7,12780.25,Nov-15-2020,13:11:09
11050,28-Jan-21,11050,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE11050.00,0,0,0,0,0,0,0,0,4200,0,3000,20.6,0,0,12780.25,11050,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE11050.00,0,0,0,0,0,0,0,0,6000,4875,4875,1551.3,4875,2025.5,12780.25,Nov-15-2020,13:11:09
11050,03-Dec-20,11050,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE11050.00,0,0,0,0,0,0,0,0,225,0,150,1.6,0,0,12780.25,11050,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE11050.00,0,0,0,0,0,0,0,0,4875,4875,4875,1555.05,4875,1952.65,12780.25,Nov-15-2020,13:11:09
11050,17-Dec-20,,,,,,,,,,,,,,,,,,,,11050,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE11050.00,0,0,0,0,0,0,0,0,4875,75,4875,1555.05,75,2693.6,12780.25,Nov-15-2020,13:11:09
11050,19-Nov-20,11050,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE11050.00,0,0,0,0,0,0,0,0,244500,4800,1500,0.45,4800,2.7,12780.25,11050,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE11050.00,0,0,0,0,0,0,0,0,7875,7875,1500,1632.75,1500,1837.05,12780.25,Nov-15-2020,13:11:09
11050,26-Nov-20,11050,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE11050.00,234,-2,-0.847457627,3,37.24,4,0.45,12.67605634,135750,7200,150,3.1,75,4.5,12780.25,11050,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE11050.00,2,0,0,0,0,1717.55,0,0,11925,11700,75,1694.9,1500,1780.95,12780.25,Nov-15-2020,13:11:09
11100,10-Dec-20,11100,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE11100.00,0,0,0,0,0,0,0,0,525,0,75,0.1,0,0,12780.25,11100,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE11100.00,0,0,0,0,0,0,0,0,4875,4875,4875,1506.5,4875,1927,12780.25,Nov-15-2020,13:11:09
11100,17-Dec-20,,,,,,,,,,,,,,,,,,,,11100,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE11100.00,0,0,0,0,0,0,0,0,4875,75,4875,1509.9,75,2639.95,12780.25,Nov-15-2020,13:11:09
11100,24-Dec-20,,,,,,,,,,,,,,,,,,,,11100,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE11100.00,0,0,0,0,0,0,0,0,4875,4875,4875,1501.5,4875,1940.2,12780.25,Nov-15-2020,13:11:09
11100,31-Dec-20,11100,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE11100.00,466,6,1.304347826,20,26.37,24.95,-1.2,-4.588910134,16950,5775,1500,19.2,300,39.85,12780.25,11100,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE11100.00,63,0,0,0,0,1684,0,0,8700,6900,75,1638.9,1875,1849.5,12780.25,Nov-15-2020,13:11:09
11100,19-Nov-20,11100,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE11100.00,415,177,74.3697479,507,48.18,1.3,0.15,13.04347826,284550,27150,225,1.1,3000,1.5,12780.25,11100,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE11100.00,19,0,0,0,0,1651.15,0,0,6900,7200,225,1664.2,150,1694.5,12780.25,Nov-15-2020,13:11:09
11100,28-Jan-21,11100,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE11100.00,1,0,0,0,0,60,0,0,6825,5925,75,47.5,75,65,12780.25,11100,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE11100.00,0,0,0,0,0,0,0,0,6000,4875,4875,1518.05,4875,1970.35,12780.25,Nov-15-2020,13:11:09
11100,26-Nov-20,11100,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE11100.00,5688,20,0.352858151,86,37.08,4.7,0.35,8.045977011,149250,6450,150,3.7,3000,6.7,12780.25,11100,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE11100.00,486,0,0,0,0,1548,0,0,10950,10275,75,1676.45,75,1699.15,12780.25,Nov-15-2020,13:11:09
11100,03-Dec-20,11100,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE11100.00,0,0,0,0,0,0,0,0,3075,150,450,1.5,150,24.5,12780.25,11100,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE11100.00,0,0,0,0,0,0,0,0,4875,4875,4875,1509.9,4875,1898.15,12780.25,Nov-15-2020,13:11:09
11100,07-Jan-21,,,,,,,,,,,,,,,,,,,,11100,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE11100.00,0,0,0,0,0,0,0,0,4875,4875,4875,1519.05,4875,1975.7,12780.25,Nov-15-2020,13:11:09
11150,03-Dec-20,11150,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020PE11150.00,0,0,0,0,0,0,0,0,150,0,150,3.55,0,0,12780.25,11150,03-Dec-20,NIFTY,OPTIDXNIFTY03-12-2020CE11150.00,0,0,0,0,0,0,0,0,4875,4875,4875,1464.8,4875,1842.65,12780.25,Nov-15-2020,13:11:09
11150,10-Dec-20,11150,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020PE11150.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780.25,11150,10-Dec-20,NIFTY,OPTIDXNIFTY10-12-2020CE11150.00,0,0,0,0,0,0,0,0,4875,4875,4875,1471.9,4875,1872.4,12780.25,Nov-15-2020,13:11:09
11150,17-Dec-20,,,,,,,,,,,,,,,,,,,,11150,17-Dec-20,NIFTY,OPTIDXNIFTY17-12-2020CE11150.00,0,0,0,0,0,0,0,0,4875,75,4875,1464.8,75,2586.1,12780.25,Nov-15-2020,13:11:09
11150,24-Dec-20,,,,,,,,,,,,,,,,,,,,11150,24-Dec-20,NIFTY,OPTIDXNIFTY24-12-2020CE11150.00,0,0,0,0,0,0,0,0,4875,4875,4875,1465.2,4875,1884.9,12780.25,Nov-15-2020,13:11:09
11150,31-Dec-20,11150,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE11150.00,2,0,0,0,0,75.2,0,0,825,0,300,16.65,0,0,12780.25,11150,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE11150.00,0,0,0,0,0,0,0,0,8625,4875,4875,1386.2,4875,1859.65,12780.25,Nov-15-2020,13:11:09
11150,07-Jan-21,,,,,,,,,,,,,,,,,,,,11150,07-Jan-21,NIFTY,OPTIDXNIFTY07-01-2021CE11150.00,0,0,0,0,0,0,0,0,4875,4875,4875,1473.9,4875,1955.6,12780.25,Nov-15-2020,13:11:09
11150,28-Jan-21,11150,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021PE11150.00,1,0,0,0,0,95,0,0,0,5025,0,0,150,99,12780.25,11150,28-Jan-21,NIFTY,OPTIDXNIFTY28-01-2021CE11150.00,0,0,0,0,0,0,0,0,6825,4875,4875,1473.9,4875,1919.25,12780.25,Nov-15-2020,13:11:09
