strikePrice,expiryDate,PE/strikePrice,PE/expiryDate,PE/underlying,PE/identifier,PE/openInterest,PE/changeinOpenInterest,PE/pchangeinOpenInterest,PE/totalTradedVolume,PE/impliedVolatility,PE/lastPrice,PE/change,PE/pChange,PE/totalBuyQuantity,PE/totalSellQuantity,PE/bidQty,PE/bidprice,PE/askQty,PE/askPrice,PE/underlyingValue,CE/strikePrice,CE/expiryDate,CE/underlying,CE/identifier,CE/openInterest,CE/changeinOpenInterest,CE/pchangeinOpenInterest,CE/totalTradedVolume,CE/impliedVolatility,CE/lastPrice,CE/change,CE/pChange,CE/totalBuyQuantity,CE/totalSellQuantity,CE/bidQty,CE/bidprice,CE/askQty,CE/askPrice,CE/underlyingValue,date,time
4600,31-Dec-20,4600,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE4600.00,28,0,0,0,0,3.05,0,0,2925,75,750,1.15,75,3.05,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
5000,31-Dec-20,5000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE5000.00,335,0,0,0,0,4.95,0,0,3525,0,600,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
5500,31-Dec-20,5500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE5500.00,9,0,0,0,0,3.6,0,0,4350,0,1500,1.5,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
6000,31-Dec-20,6000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE6000.00,803,0,0,0,0,4.6,0,0,4425,975,525,3.55,75,6.8,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
6000,25-Mar-21,6000,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE6000.00,2,0,0,0,0,153.15,0,0,6600,0,2100,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
6000,24-Jun-21,6000,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE6000.00,4,0,0,0,0,3.05,0,0,6000,0,1500,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
6500,31-Dec-20,6500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE6500.00,62,0,0,0,0,5,0,0,3600,0,2100,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
7000,31-Dec-20,7000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE7000.00,1751,0,0,1,65.42,3.05,-1.75,-36.45833333,32025,0,10650,3.85,0,0,12780.25,7000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE7000.00,14,0,0,0,0,5600,0,0,8625,4875,4875,4959.25,4875,6414.3,12780.25,Nov-15-2020,13:11:09
7500,29-Dec-22,7500,29-Dec-22,NIFTY,OPTIDXNIFTY29-12-2022PE7500.00,14,0,0,0,0,235,0,0,3750,0,750,18.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
7500,31-Dec-20,7500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE7500.00,5585,0,0,0,0,5.15,0,0,22650,0,17100,3.05,0,0,12780.25,7500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE7500.00,18,0,0,0,0,5747.3,0,0,8625,4875,4875,4509.25,4875,5863.05,12780.25,Nov-15-2020,13:11:09
7600,31-Dec-20,7600,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE7600.00,643,0,0,0,0,7.5,0,0,675,0,675,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
7700,31-Dec-20,7700,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE7700.00,91,0,0,0,0,33,0,0,2775,0,2700,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
7800,30-Dec-21,7800,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021PE7800.00,0,0,0,0,0,199,0,0,5250,0,750,0.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
7800,31-Dec-20,7800,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE7800.00,1587,0,0,0,0,25,0,0,1275,0,1275,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
7900,31-Dec-20,7900,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE7900.00,51,0,0,0,0,27,0,0,450,0,450,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8000,30-Dec-21,8000,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021PE8000.00,6,0,0,0,0,115,0,0,6900,0,750,60.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8000,24-Jun-21,8000,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE8000.00,0,0,0,0,0,0,0,0,5250,0,750,1.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8000,30-Jun-22,8000,30-Jun-22,NIFTY,OPTIDXNIFTY30-06-2022PE8000.00,0,0,0,0,0,0,0,0,5250,0,750,9.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8000,25-Mar-21,8000,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE8000.00,40,0,0,0,0,8.75,0,0,12525,0,10575,4.4,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8000,31-Dec-20,8000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8000.00,6006,5,0.083319447,42,58.57,8,0.2,2.564102564,17625,8175,1275,8,150,8.25,12780.25,8000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE8000.00,1034,0,0,0,0,4730.4,0,0,8850,8775,75,4753.85,75,4791.15,12780.25,Nov-15-2020,13:11:09
8000,29-Dec-22,8000,29-Dec-22,NIFTY,OPTIDXNIFTY29-12-2022PE8000.00,0,0,0,0,0,135,0,0,3750,0,750,38.75,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8100,31-Dec-20,8100,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8100.00,410,0,0,0,0,18.5,0,0,750,0,750,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8200,31-Dec-20,8200,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8200.00,16,0,0,0,0,650,0,0,750,0,750,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8300,31-Dec-20,8300,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8300.00,81,0,0,0,0,45,0,0,750,0,750,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8400,31-Dec-20,8400,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8400.00,816,0,0,0,0,160.4,0,0,750,0,750,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8500,29-Dec-22,8500,29-Dec-22,NIFTY,OPTIDXNIFTY29-12-2022PE8500.00,1558,0,0,0,0,279,0,0,3750,0,750,70.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8500,30-Sep-21,8500,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021PE8500.00,0,0,0,0,0,0,0,0,5250,0,750,0.3,0,0,12780.25,8500,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021CE8500.00,0,0,0,0,0,0,0,0,1200,0,1200,3600.25,0,0,12780.25,Nov-15-2020,13:11:09
8500,25-Mar-21,8500,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE8500.00,334,0,0,2,37.8,22,6.65,43.32247557,9300,75,750,20.55,75,24,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8500,30-Dec-21,8500,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021PE8500.00,133,0,0,0,0,120,0,0,5400,0,750,5.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8500,24-Jun-21,8500,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE8500.00,26,0,0,0,0,240,0,0,5250,0,750,1.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8500,30-Jun-22,8500,30-Jun-22,NIFTY,OPTIDXNIFTY30-06-2022PE8500.00,0,0,0,0,0,0,0,0,5250,0,750,29.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
8500,31-Dec-20,8500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8500.00,9325,5,0.053648069,25,52.79,9.1,0.25,2.824858757,21825,13425,600,8.1,375,9.25,12780.25,8500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE8500.00,8727,0,0,3,0,4271.25,28.25,0.665802498,8850,8925,75,4255.55,150,4322.95,12780.25,Nov-15-2020,13:11:09
8700,31-Dec-20,8700,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE8700.00,5,0,0,0,0,260,0,0,1500,0,1500,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9000,30-Jun-22,9000,30-Jun-22,NIFTY,OPTIDXNIFTY30-06-2022PE9000.00,0,0,0,0,0,0,0,0,3750,0,750,60.3,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9000,29-Dec-22,9000,29-Dec-22,NIFTY,OPTIDXNIFTY29-12-2022PE9000.00,5421,0,0,0,0,225,12.65,5.957146221,3150,75,75,143.55,75,199,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9000,30-Dec-21,9000,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021PE9000.00,60,0,0,0,0,130.05,0,0,4725,225,75,130,75,159.95,12780.25,9000,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021CE9000.00,117,0,0,0,0,3951,0,0,1425,375,150,3397.65,75,4382.85,12780.25,Nov-15-2020,13:11:09
9000,30-Sep-21,9000,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021PE9000.00,0,0,0,0,0,0,0,0,5325,0,750,0.75,0,0,12780.25,9000,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021CE9000.00,0,0,0,0,0,0,0,0,1200,0,1200,3165.25,0,0,12780.25,Nov-15-2020,13:11:09
9000,25-Mar-21,9000,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE9000.00,881,3,0.341685649,4,37.28,40,1.25,3.225806452,6600,2625,75,36.05,150,41,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9000,31-Dec-20,9000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9000.00,10035,-62,-0.614043775,148,48.07,11.75,0.05,0.427350427,35100,5475,300,11,600,11.95,12780.25,9000,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9000.00,2077,-1,-0.048123195,1,0,3781.5,41.5,1.109625668,8850,9825,150,3758.45,600,3805.4,12780.25,Nov-15-2020,13:11:09
9000,24-Jun-21,9000,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE9000.00,56,0,0,0,0,70,0,0,5400,0,750,60.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9200,31-Dec-20,9200,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9200.00,2,0,0,0,0,19,0,0,1500,0,1500,3.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9200,24-Jun-21,9200,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE9200.00,72,0,0,0,0,226,0,0,750,75,750,0.05,75,98,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9300,26-Nov-20,9300,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9300.00,3281,1,0.030487805,77,67.35,1.8,-0.1,-5.263157895,39375,19875,3675,1.4,3150,1.8,12780.25,9300,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9300.00,46,-1,-2.127659574,1,0,3494.35,125.35,3.720688632,10500,10275,225,3458,75,3500.3,12780.25,Nov-15-2020,13:11:09
9300,19-Nov-20,9300,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9300.00,1060,-65,-5.777777778,633,89.95,0.4,-0.05,-11.11111111,93375,51675,1425,0.4,16800,0.45,12780.25,9300,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9300.00,0,0,0,0,0,0,0,0,6375,7875,1500,3232.9,1500,3678.5,12780.25,Nov-15-2020,13:11:09
9300,31-Dec-20,9300,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9300.00,0,0,0,0,0,0,0,0,1575,0,1500,3.1,0,0,12780.25,9300,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9300.00,0,0,0,0,0,0,0,0,8625,4875,4875,3308.2,4875,3799.8,12780.25,Nov-15-2020,13:11:09
9350,26-Nov-20,9350,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9350.00,0,0,0,0,0,0,0,0,3750,0,3750,0.1,0,0,12780.25,9350,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9350.00,0,0,0,0,0,0,0,0,10125,6375,1500,3339.25,1500,3580.8,12780.25,Nov-15-2020,13:11:09
9350,19-Nov-20,9350,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9350.00,0,0,0,0,0,0,0,0,3750,19800,3750,0.1,900,0.95,12780.25,9350,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9350.00,0,0,0,0,0,0,0,0,6375,7875,4875,2376,1500,3623.55,12780.25,Nov-15-2020,13:11:09
9350,31-Dec-20,,,,,,,,,,,,,,,,,,,,9350,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9350.00,0,0,0,0,0,0,0,0,8625,4875,4875,3260.8,4875,3743.45,12780.25,Nov-15-2020,13:11:09
9400,19-Nov-20,9400,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9400.00,1,1,0,1202,89.6,0.55,0.05,10,9225,14475,75,0.4,750,0.9,12780.25,9400,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9400.00,0,0,0,0,0,0,0,0,6375,7875,4875,3140.45,1500,3572.2,12780.25,Nov-15-2020,13:11:09
9400,26-Nov-20,9400,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9400.00,510,0,0,3,63.13,1.3,-0.6,-31.57894737,26850,18750,900,1.3,75,2.25,12780.25,9400,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9400.00,372,-1,-0.268096515,1,0,3400.4,89.3,2.696988916,10500,10275,225,3351.4,75,3400.4,12780.25,Nov-15-2020,13:11:09
9400,31-Dec-20,9400,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9400.00,1,0,0,0,0,25,0,0,1500,0,1500,3.15,0,0,12780.25,9400,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9400.00,0,0,0,0,0,0,0,0,8625,4875,4875,3213.45,4875,3687.5,12780.25,Nov-15-2020,13:11:09
9450,26-Nov-20,9450,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9450.00,0,0,0,0,0,0,0,0,3750,0,3750,0.1,0,0,12780.25,9450,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9450.00,0,0,0,0,0,0,0,0,10125,6375,1500,3236.75,1500,3468.65,12780.25,Nov-15-2020,13:11:09
9450,19-Nov-20,9450,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9450.00,0,0,0,8,87.43,0.5,-85.7,-99.4199536,3750,16125,3750,0.1,300,0.95,12780.25,9450,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9450.00,0,0,0,0,0,0,0,0,6375,7875,4875,3005.65,1500,3623.5,12780.25,Nov-15-2020,13:11:09
9450,31-Dec-20,9450,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9450.00,0,0,0,0,0,0,0,0,675,0,675,3.2,0,0,12780.25,9450,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9450.00,0,0,0,0,0,0,0,0,8625,4875,4875,3166,4875,3631.75,12780.25,Nov-15-2020,13:11:09
9500,24-Jun-21,9500,24-Jun-21,NIFTY,OPTIDXNIFTY24-06-2021PE9500.00,22,0,0,0,0,123.6,0,0,5475,0,750,50.05,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9500,30-Sep-21,9500,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021PE9500.00,0,0,0,0,0,0,0,0,5400,0,750,3.05,0,0,12780.25,9500,30-Sep-21,NIFTY,OPTIDXNIFTY30-09-2021CE9500.00,0,0,0,0,0,0,0,0,1200,0,1200,2755.25,0,0,12780.25,Nov-15-2020,13:11:09
9500,19-Nov-20,9500,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9500.00,4891,-113,-2.258193445,2945,88.68,0.7,0.15,27.27272727,231975,65550,2475,0.7,5625,0.75,12780.25,9500,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9500.00,0,0,0,0,0,0,0,0,6375,7875,1500,2225.15,1500,3568.85,12780.25,Nov-15-2020,13:11:09
9500,30-Jun-22,9500,30-Jun-22,NIFTY,OPTIDXNIFTY30-06-2022PE9500.00,0,0,0,0,0,0,0,0,1500,0,750,105.75,0,0,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9500,26-Nov-20,9500,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9500.00,4309,-155,-3.472222222,532,63.27,1.8,-0.1,-5.263157895,49875,26100,6975,1.8,300,1.95,12780.25,9500,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9500.00,3800,-6,-0.157645822,15,0,3287,29,0.890116636,10875,10875,150,3270.55,75,3291.95,12780.25,Nov-15-2020,13:11:09
9500,31-Dec-20,9500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9500.00,10713,-3,-0.027995521,169,42.82,13.9,-1.15,-7.641196013,49200,13875,3600,13.15,75,13.9,12780.25,9500,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9500.00,1008,0,0,2,0,3286.7,20.05,0.613778642,9000,9300,75,3271.15,450,3301.4,12780.25,Nov-15-2020,13:11:09
9500,25-Mar-21,9500,25-Mar-21,NIFTY,OPTIDXNIFTY25-03-2021PE9500.00,291,1,0.344827586,9,34.34,50,-1,-1.960784314,10425,4050,75,45.5,75,52.45,12780.25,,,,,,,,,,,,,,,,,,,,Nov-15-2020,13:11:09
9500,30-Dec-21,9500,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021PE9500.00,0,0,0,0,0,200,0,0,5325,0,750,139.05,0,0,12780.25,9500,30-Dec-21,NIFTY,OPTIDXNIFTY30-12-2021CE9500.00,0,0,0,0,0,0,0,0,1200,0,1200,2916.25,0,0,12780.25,Nov-15-2020,13:11:09
9550,31-Dec-20,9550,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9550.00,0,0,0,0,0,0,0,0,825,0,825,4.3,0,0,12780.25,9550,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9550.00,0,0,0,0,0,0,0,0,8625,4875,4875,2661.5,4875,3613.55,12780.25,Nov-15-2020,13:11:09
9550,26-Nov-20,9550,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9550.00,33,0,0,0,0,3.65,0,0,3750,0,3750,0.1,0,0,12780.25,9550,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9550.00,0,0,0,0,0,0,0,0,7125,6375,4875,2202.15,4875,3610.65,12780.25,Nov-15-2020,13:11:09
9550,19-Nov-20,9550,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9550.00,0,0,0,0,0,0,0,0,3750,11400,3750,0.1,600,1,12780.25,9550,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9550.00,0,0,0,0,0,0,0,0,6375,7875,4875,3002,1500,3513.2,12780.25,Nov-15-2020,13:11:09
9600,26-Nov-20,9600,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9600.00,282,0,0,0,0,2.7,0,0,21225,3000,75,1.05,3000,2.9,12780.25,9600,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9600.00,127,0,0,0,0,2580,0,0,10275,6525,75,3153.25,75,3202.15,12780.25,Nov-15-2020,13:11:09
9600,19-Nov-20,9600,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9600.00,0,0,0,0,0,0,0,0,16950,11400,3600,0.2,600,1,12780.25,9600,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9600.00,0,0,0,0,0,0,0,0,6375,7875,4875,2125.25,1500,3460.65,12780.25,Nov-15-2020,13:11:09
9600,31-Dec-20,9600,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9600.00,1081,0,0,0,0,28,0,0,1500,0,1500,4.9,0,0,12780.25,9600,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9600.00,4,0,0,0,0,574,0,0,8625,4875,4875,2995.85,4875,3467.65,12780.25,Nov-15-2020,13:11:09
9650,31-Dec-20,,,,,,,,,,,,,,,,,,,,9650,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9650.00,0,0,0,0,0,0,0,0,8625,4875,4875,2571.5,4875,3502.75,12780.25,Nov-15-2020,13:11:09
9650,19-Nov-20,9650,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9650.00,0,0,0,0,0,0,0,0,3750,14400,3750,0.1,3000,2.3,12780.25,9650,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9650.00,0,0,0,0,0,0,0,0,6375,7875,4875,2828,1500,3404.15,12780.25,Nov-15-2020,13:11:09
9650,26-Nov-20,9650,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9650.00,0,0,0,0,0,3.05,0,0,3750,0,3750,0.1,0,0,12780.25,9650,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9650.00,0,0,0,0,0,0,0,0,9450,6375,4875,2104.15,4875,3399.9,12780.25,Nov-15-2020,13:11:09
9700,31-Dec-20,9700,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9700.00,1254,0,0,0,0,32,0,0,2400,0,1500,6.45,0,0,12780.25,9700,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9700.00,294,0,0,0,0,580,0,0,8625,4875,4875,2928.3,4875,3361.2,12780.25,Nov-15-2020,13:11:09
9700,26-Nov-20,9700,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9700.00,237,0,0,0,0,1.7,0,0,22050,3600,900,1,3000,3.4,12780.25,9700,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9700.00,50,0,0,0,0,3024.95,0,0,10500,10275,225,3050.6,75,3100.85,12780.25,Nov-15-2020,13:11:09
9700,19-Nov-20,9700,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9700.00,0,0,0,0,0,0,0,0,16950,15900,3600,0.2,600,1.9,12780.25,9700,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9700.00,0,0,0,0,0,0,0,0,6375,7875,4875,2026.95,1500,3255.6,12780.25,Nov-15-2020,13:11:09
9750,26-Nov-20,9750,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9750.00,0,0,0,0,0,0,0,0,7350,0,3600,0.4,0,0,12780.25,9750,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9750.00,0,0,0,0,0,0,0,0,7125,6375,4875,2002.95,4875,3311.2,12780.25,Nov-15-2020,13:11:09
9750,19-Nov-20,9750,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9750.00,0,0,0,0,0,0,0,0,3750,14400,3750,0.1,3000,2.3,12780.25,9750,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9750.00,0,0,0,0,0,0,0,0,7875,7875,1500,2082.6,1500,3293.45,12780.25,Nov-15-2020,13:11:09
9750,31-Dec-20,,,,,,,,,,,,,,,,,,,,9750,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9750.00,0,0,0,0,0,0,0,0,8625,4875,4875,2481.5,4875,3392.5,12780.25,Nov-15-2020,13:11:09
9800,19-Nov-20,9800,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9800.00,0,0,0,0,0,0,0,0,23850,15900,2400,0.3,600,1.9,12780.25,9800,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9800.00,0,0,0,0,0,0,0,0,7875,7875,1500,2796.25,1500,3152.2,12780.25,Nov-15-2020,13:11:09
9800,26-Nov-20,9800,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9800.00,360,0,0,4,57.94,2,0,0,28500,8175,1575,1.3,375,2,12780.25,9800,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9800.00,201,0,0,0,0,2851.1,-1.95,-0.068347908,10500,10275,150,2948.9,75,2990.1,12780.25,Nov-15-2020,13:11:09
9800,31-Dec-20,9800,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020PE9800.00,1162,0,0,0,0,16,0,0,1650,0,1500,8.45,0,0,12780.25,9800,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9800.00,23,0,0,0,0,1999,0,0,8625,4875,4875,2806.1,4875,3248.55,12780.25,Nov-15-2020,13:11:09
9850,26-Nov-20,9850,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020PE9850.00,7,0,0,0,0,2.5,0.3,13.63636364,3750,525,3750,0.1,525,2.95,12780.25,9850,26-Nov-20,NIFTY,OPTIDXNIFTY26-11-2020CE9850.00,0,0,0,0,0,0,0,0,10125,6375,3750,1906.05,4875,3198.65,12780.25,Nov-15-2020,13:11:09
9850,19-Nov-20,9850,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9850.00,0,0,0,0,0,0,0,0,3750,14400,3750,0.1,3000,2.3,12780.25,9850,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9850.00,0,0,0,0,0,0,0,0,7875,7875,1500,1979,1500,3187.05,12780.25,Nov-15-2020,13:11:09
9850,31-Dec-20,,,,,,,,,,,,,,,,,,,,9850,31-Dec-20,NIFTY,OPTIDXNIFTY31-12-2020CE9850.00,0,0,0,0,0,0,0,0,8625,4875,4875,2391.5,4875,3283,12780.25,Nov-15-2020,13:11:09
9900,19-Nov-20,9900,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020PE9900.00,0,0,0,2,80.03,1,-106.4,-99.0689013,25725,20100,2400,0.35,600,1.4,12780.25,9900,19-Nov-20,NIFTY,OPTIDXNIFTY19-11-2020CE9900.00,0,0,0,0,0,0,0,0,7875,7875,6375,1801.35,1500,3129.7,12780.25,Nov-15-2020,13:11:09
